index,match_id,period,timestamp,minute,second,event_type_id,event_type_name,team_name,player_name,location_x,location_y,end_location_x,end_location_y,outcome_name,statsbomb_xg
742,3919031,1,00:20:39.579,20,39,16,Shot,Puebla,Brayan Alexis Angulo León,108.2,47.8,108.8,43.2,Wayward,0.033305854
824,3919031,1,00:23:21.758,23,21,16,Shot,Atlético San Luis,Jordan Jesús Silva Díaz,112.3,40.3,120.0,29.4,Off T,0.09515768
962,3919031,1,00:25:56.233,25,56,16,Shot,Atlético San Luis,Franck Boli,113.5,43.1,120.0,46.2,Off T,0.18564048
1020,3919031,1,00:27:32.906,27,32,16,Shot,Atlético San Luis,Ricardo Chávez Soto,101.3,58.8,116.3,42.1,Saved,0.012254607
1098,3919031,1,00:30:01.424,30,1,16,Shot,Atlético San Luis,Vitor Samuel Ferreira Arantes,104.5,43.1,120.0,37.4,Goal,0.4745521
1245,3919031,1,00:35:36.359,35,36,16,Shot,Atlético San Luis,Vitor Samuel Ferreira Arantes,103.3,49.4,108.2,45.9,Blocked,0.057220425
1250,3919031,1,00:35:37.924,35,37,16,Shot,Atlético San Luis,Sébastien Antoine Luc Salles Lamonge,107.2,50.4,120.0,34.7,Off T,0.07255277
1259,3919031,1,00:36:39.974,36,39,16,Shot,Atlético San Luis,Javier Güemez López,89.3,38.7,102.6,39.0,Blocked,0.025834523
1474,3919031,1,00:42:14.285,42,14,16,Shot,Atlético San Luis,Sébastien Antoine Luc Salles Lamonge,94.5,53.8,120.0,46.7,Off T,0.034907624
1527,3919031,1,00:43:35.712,43,35,16,Shot,Atlético San Luis,Sébastien Antoine Luc Salles Lamonge,106.5,35.3,120.0,43.6,Goal,0.1175017
1684,3919031,1,00:48:21.334,48,21,16,Shot,Atlético San Luis,Juan Manuel Sanabria Magole,102.0,39.2,117.7,40.6,Saved,0.02510524
1898,3919031,2,00:02:57.174,47,57,16,Shot,Atlético San Luis,Javier Güemez López,106.6,43.9,108.7,43.4,Blocked,0.08020954
2102,3919031,2,00:08:28.190,53,28,16,Shot,Atlético San Luis,Franck Boli,115.1,48.1,120.0,46.3,Off T,0.13249351
2181,3919031,2,00:10:02.452,55,2,16,Shot,Atlético San Luis,Sébastien Antoine Luc Salles Lamonge,112.4,27.0,116.2,35.0,Saved,0.036268134
2327,3919031,2,00:13:29.620,58,29,16,Shot,Puebla,Gustavo Henrique Ferrareis,97.8,57.7,106.7,47.8,Blocked,0.015293073
2365,3919031,2,00:14:00.054,59,0,16,Shot,Atlético San Luis,Benjamín Ignacio Galdames Millán,111.4,29.6,120.0,42.9,Goal,0.3221893
2411,3919031,2,00:16:39.530,61,39,16,Shot,Atlético San Luis,Javier Güemez López,100.4,53.6,120.0,29.9,Off T,0.04570346
2499,3919031,2,00:18:24.791,63,24,16,Shot,Atlético San Luis,Javier Güemez López,94.2,45.4,120.0,45.3,Off T,0.02965959
2538,3919031,2,00:20:30.235,65,30,16,Shot,Atlético San Luis,Franck Boli,105.6,50.5,111.5,46.0,Saved,0.20994185
2628,3919031,2,00:22:53.502,67,53,16,Shot,Atlético San Luis,Benjamín Ignacio Galdames Millán,100.7,22.1,115.9,36.4,Saved,0.022706464
2900,3919031,2,00:28:28.095,73,28,16,Shot,Puebla,Daniel Aguilar Muñoz,107.3,22.2,117.1,37.0,Saved,0.010312825
3270,3919031,2,00:40:12.035,85,12,16,Shot,Puebla,Kevin Andrés Velasco Bonilla,94.3,53.6,117.4,41.6,Saved,0.019343847
3277,3919031,2,00:40:46.439,85,46,16,Shot,Puebla,Pablo González Díaz,94.6,34.3,99.1,35.8,Blocked,0.022106783
3346,3919031,2,00:42:36.726,87,36,16,Shot,Atlético San Luis,Ricardo Chávez Soto,92.9,52.3,102.3,47.3,Blocked,0.021514269
3548,3919031,2,00:46:20.525,91,20,16,Shot,Atlético San Luis,Yan Phillipe Oliveira Lemos,102.1,28.9,120.0,43.6,Goal,0.14216976
429,3918961,1,00:07:38.843,7,38,16,Shot,Pumas UNAM,Rogelio Gabriel Funes Mori,103.8,37.8,117.3,41.0,Saved,0.04602225
490,3918961,1,00:08:46.980,8,46,16,Shot,Atlético San Luis,Leonardo Bonatini Lohner Maia,118.2,40.6,120.0,40.0,Goal,0.9055345
631,3918961,1,00:12:49.898,12,49,16,Shot,Atlético San Luis,Leonardo Bonatini Lohner Maia,101.1,41.7,120.0,44.8,Off T,0.087584935
765,3918961,1,00:16:15.586,16,15,16,Shot,Atlético San Luis,Vitor Samuel Ferreira Arantes,109.1,53.6,110.1,52.6,Blocked,0.032526962
858,3918961,1,00:18:16.611,18,16,16,Shot,Pumas UNAM,César Saúl Huerta Valera,102.3,34.0,103.7,34.4,Blocked,0.031616498
890,3918961,1,00:19:03.941,19,3,16,Shot,Atlético San Luis,Mateo Klimowicz,91.4,36.9,120.0,43.3,Off T,0.024421284
975,3918961,1,00:21:08.099,21,8,16,Shot,Pumas UNAM,Eduardo Antonio Salvio,114.8,42.8,120.0,36.3,Post,0.40323192
1533,3918961,1,00:34:40.528,34,40,16,Shot,Pumas UNAM,César Saúl Huerta Valera,111.6,30.1,116.0,34.4,Saved,0.29999414
1537,3918961,1,00:34:42.897,34,42,16,Shot,Pumas UNAM,Ulises Rivas Gilio,102.5,46.1,103.6,45.6,Blocked,0.054421205
1562,3918961,1,00:35:01.770,35,1,16,Shot,Pumas UNAM,José Luis Caicedo Barrera,88.7,35.2,120.0,47.1,Off T,0.015358381
2224,3918961,2,00:05:19.145,50,19,16,Shot,Pumas UNAM,Guillermo Martínez Ayala,112.0,35.6,114.8,43.1,Wayward,0.066423334
2505,3918961,2,00:15:45.158,60,45,16,Shot,Pumas UNAM,Eduardo Antonio Salvio,96.8,32.5,120.0,36.2,Off T,0.044770796
2646,3918961,2,00:18:55.091,63,55,16,Shot,Atlético San Luis,Sébastien Antoine Luc Salles Lamonge,103.8,36.2,120.0,43.4,Goal,0.14920153
2806,3918961,2,00:25:26.233,70,26,16,Shot,Pumas UNAM,Ulises Rivas Gilio,116.3,44.0,120.0,43.1,Goal,0.66691154
2945,3918961,2,00:29:57.364,74,57,16,Shot,Atlético San Luis,Julio César Domínguez Juárez,114.6,37.7,120.0,43.5,Off T,0.17258447
3015,3918961,2,00:32:49.733,77,49,16,Shot,Pumas UNAM,Lisandro Magallán,109.6,41.4,119.0,37.5,Saved,0.0576838
3086,3918961,2,00:34:44.800,79,44,16,Shot,Pumas UNAM,Ulises Rivas Gilio,107.9,33.3,120.0,37.8,Off T,0.040340383
3151,3918961,2,00:36:31.126,81,31,16,Shot,Pumas UNAM,Guillermo Martínez Ayala,109.2,42.5,120.0,43.4,Off T,0.102883086
3163,3918961,2,00:37:11.634,82,11,16,Shot,Atlético San Luis,Benjamín Ignacio Galdames Millán,106.9,45.7,120.0,39.3,Goal,0.36909318
3296,3918961,2,00:42:24.956,87,24,16,Shot,Atlético San Luis,Jordan Jesús Silva Díaz,109.6,41.2,110.1,41.2,Blocked,0.042732492
3345,3918961,2,00:43:17.935,88,17,16,Shot,Pumas UNAM,Piero Aldair Quispe Córdova,102.6,30.6,105.7,32.5,Blocked,0.0514426
3351,3918961,2,00:43:20.815,88,20,16,Shot,Pumas UNAM,Robert Ismael Ergas Moreno,111.5,23.9,120.0,34.8,Off T,0.010726441
3391,3918961,2,00:44:47.580,89,47,16,Shot,Atlético San Luis,Juan David Castro Ruiz,112.6,27.0,118.1,35.4,Saved,0.10134792
3487,3918961,2,00:46:52.428,91,52,16,Shot,Pumas UNAM,Eduardo Antonio Salvio,94.8,52.7,97.5,51.5,Blocked,0.017561361
3525,3918961,2,00:47:56.355,92,56,16,Shot,Pumas UNAM,Eduardo Antonio Salvio,110.0,48.3,119.7,38.3,Saved,0.06955568
3529,3918961,2,00:48:19.971,93,19,16,Shot,Pumas UNAM,Guillermo Martínez Ayala,113.3,41.3,119.8,40.4,Saved,0.106499106
3547,3918961,2,00:48:45.896,93,45,16,Shot,Pumas UNAM,Lisandro Magallán,104.4,37.5,117.6,39.7,Saved,0.028438965
3620,3918961,2,00:50:40.529,95,40,16,Shot,Pumas UNAM,Guillermo Martínez Ayala,112.6,43.1,119.0,39.7,Saved,0.07657639
186,3918970,1,00:04:05.723,4,5,16,Shot,Tigres UANL,Nicolás Alejandro Ibáñez,98.6,25.5,101.1,26.7,Blocked,0.02503217
346,3918970,1,00:07:57.153,7,57,16,Shot,Tigres UANL,Guido Hernán Pizarro,81.3,45.7,117.5,40.5,Saved,0.006241484
550,3918970,1,00:11:35.875,11,35,16,Shot,Atlético San Luis,Sébastien Antoine Luc Salles Lamonge,95.9,43.9,120.0,34.6,Off T,0.023683252
617,3918970,1,00:13:11.659,13,11,16,Shot,Atlético San Luis,Sébastien Antoine Luc Salles Lamonge,98.4,40.8,115.8,39.9,Saved,0.05153526
815,3918970,1,00:17:21.956,17,21,16,Shot,Atlético San Luis,Leonardo Bonatini Lohner Maia,103.9,36.7,120.0,43.7,Goal,0.09499538
1000,3918970,1,00:23:04.805,23,4,16,Shot,Tigres UANL,Jesús Ángel Garza García,109.6,54.3,120.0,10.4,Wayward,0.04349498
1033,3918970,1,00:24:12.806,24,12,16,Shot,Tigres UANL,Juan Francisco Brunetta,110.4,31.2,120.0,36.1,Post,0.079753995
1045,3918970,1,00:24:26.771,24,26,16,Shot,Atlético San Luis,Vitor Samuel Ferreira Arantes,95.9,53.8,120.0,34.0,Off T,0.018951897
1459,3918970,1,00:35:47.103,35,47,16,Shot,Tigres UANL,Jesús Alberto Angulo Uriarte,85.6,25.4,88.1,26.3,Blocked,0.005424118
1548,3918970,1,00:37:19.775,37,19,16,Shot,Tigres UANL,Juan Pablo Vigón Cham,99.9,35.2,120.0,42.2,Off T,0.052269273
1738,3918970,1,00:41:03.803,41,3,16,Shot,Atlético San Luis,Juan Manuel Sanabria Magole,105.7,28.4,120.0,36.0,Post,0.032299194
1742,3918970,1,00:41:05.809,41,5,16,Shot,Atlético San Luis,Mateo Klimowicz,111.2,43.6,117.1,43.3,Blocked,0.6225323
1749,3918970,1,00:43:16.990,43,16,16,Shot,Atlético San Luis,Leonardo Bonatini Lohner Maia,115.6,44.6,116.2,43.8,Blocked,0.23058473
1864,3918970,1,00:46:16.052,46,16,16,Shot,Tigres UANL,Francisco Sebastián Córdova Reyes,107.8,44.4,117.1,43.6,Saved,0.14648236
2042,3918970,2,00:01:21.872,46,21,16,Shot,Tigres UANL,Diego Lainez Leyva,102.1,27.0,109.7,40.7,Wayward,0.034093115
2392,3918970,2,00:08:48.562,53,48,16,Shot,Tigres UANL,Juan Francisco Brunetta,82.4,48.4,120.0,32.3,Off T,0.006227785
2522,3918970,2,00:13:41.537,58,41,16,Shot,Tigres UANL,Juan Pablo Vigón Cham,100.6,32.1,120.0,45.1,Off T,0.053025298
2544,3918970,2,00:14:18.574,59,18,16,Shot,Tigres UANL,Guido Hernán Pizarro,99.4,32.9,120.0,45.7,Off T,0.04666535
2561,3918970,2,00:14:51.538,59,51,16,Shot,Tigres UANL,Juan Francisco Brunetta,107.5,35.3,108.4,35.5,Blocked,0.120880336
2584,3918970,2,00:15:28.865,60,28,16,Shot,Tigres UANL,Jesús Alberto Angulo Uriarte,102.7,27.7,103.3,28.0,Blocked,0.022014322
2839,3918970,2,00:22:29.661,67,29,16,Shot,Tigres UANL,Juan Pablo Vigón Cham,86.8,44.2,117.4,40.8,Saved,0.020412175
2948,3918970,2,00:25:05.761,70,5,16,Shot,Tigres UANL,Francisco Sebastián Córdova Reyes,93.9,41.5,120.0,36.7,Goal,0.039876074
2978,3918970,2,00:27:33.878,72,33,16,Shot,Tigres UANL,Juan Francisco Brunetta,109.0,34.7,120.0,37.1,Goal,0.17040949
3454,3918970,2,00:41:03.453,86,3,16,Shot,Atlético San Luis,Juan David Castro Ruiz,95.7,59.6,120.0,41.2,Off T,0.00880075
3498,3918970,2,00:43:11.642,88,11,16,Shot,Tigres UANL,Fernando Gorriarán Fontes,110.5,30.7,120.0,45.2,Off T,0.0683976
3611,3918970,2,00:44:58.465,89,58,16,Shot,Tigres UANL,Juan Francisco Brunetta,102.2,27.5,120.0,34.1,Off T,0.07705853
3675,3918970,2,00:46:59.149,91,59,16,Shot,Atlético San Luis,Vitor Samuel Ferreira Arantes,92.0,42.6,120.0,31.6,Off T,0.03327592
3816,3918970,2,00:50:24.516,95,24,16,Shot,Atlético San Luis,Vitor Samuel Ferreira Arantes,97.5,52.9,101.7,50.3,Blocked,0.027153078
241,3919009,1,00:05:39.406,5,39,16,Shot,Atlético San Luis,José de Jesús González Muñóz,111.1,33.2,117.0,36.9,Saved,0.15543717
455,3919009,1,00:10:07.721,10,7,16,Shot,Atlético San Luis,Juan Manuel Sanabria Magole,109.2,26.6,118.0,37.7,Saved,0.098343946
647,3919009,1,00:16:08.873,16,8,16,Shot,Tijuana,Efraín Álvarez,112.5,36.7,120.0,47.2,Off T,0.13756508
865,3919009,1,00:21:38.491,21,38,16,Shot,Atlético San Luis,Sébastien Antoine Luc Salles Lamonge,92.9,56.2,116.9,40.1,Saved,0.010309444
1258,3919009,1,00:29:50.313,29,50,16,Shot,Atlético San Luis,José de Jesús González Muñóz,114.7,31.0,120.0,31.9,Off T,0.06664172
1389,3919009,1,00:32:17.619,32,17,16,Shot,Tijuana,Aaron Mejía Montoya,96.3,45.9,120.0,33.4,Off T,0.039157808
1615,3919009,1,00:37:17.227,37,17,16,Shot,Tijuana,Lucas Rodríguez,114.8,40.2,120.0,40.4,Goal,0.6860783
1730,3919009,1,00:40:59.133,40,59,16,Shot,Atlético San Luis,Leonardo Bonatini Lohner Maia,112.6,39.9,119.9,39.5,Goal,0.34818217
1778,3919009,1,00:42:53.324,42,53,16,Shot,Tijuana,Christian Hernando Rivera Cuéllar,98.5,28.6,120.0,31.7,Off T,0.03635114
1885,3919009,1,00:45:36.557,45,36,16,Shot,Tijuana,Efraín Álvarez,111.1,30.2,120.0,43.2,Goal,0.21444337
2050,3919009,2,00:01:18.504,46,18,16,Shot,Tijuana,Carlos Gabriel González Espínola,100.6,36.8,103.2,37.2,Blocked,0.06232655
2055,3919009,2,00:01:21.227,46,21,16,Shot,Tijuana,Lucas Rodríguez,96.3,42.0,99.1,42.0,Blocked,0.03335404
2070,3919009,2,00:01:37.171,46,37,16,Shot,Tijuana,Fernando Madrigal González,101.8,52.0,120.0,45.0,Off T,0.084386714
2580,3919009,2,00:15:12.162,60,12,16,Shot,Tijuana,Carlos Gabriel González Espínola,106.7,46.2,115.8,41.7,Saved,0.26081866
2733,3919009,2,00:19:07.889,64,7,16,Shot,Atlético San Luis,Leonardo Bonatini Lohner Maia,109.6,43.0,115.3,42.7,Saved,0.28569326
2809,3919009,2,00:21:53.743,66,53,16,Shot,Atlético San Luis,Javier Güemez López,100.8,29.1,106.1,32.7,Blocked,0.029188842
2817,3919009,2,00:21:59.232,66,59,16,Shot,Atlético San Luis,Mateo Klimowicz,94.4,56.6,120.0,29.6,Off T,0.01722785
3021,3919009,2,00:27:38.424,72,38,16,Shot,Atlético San Luis,Mateo Klimowicz,99.0,31.6,120.0,43.2,Goal,0.045635886
3038,3919009,2,00:28:36.885,73,36,16,Shot,Atlético San Luis,Vitor Samuel Ferreira Arantes,115.0,50.6,118.5,44.5,Saved,0.10674723
3179,3919009,2,00:32:17.675,77,17,16,Shot,Atlético San Luis,Javier Güemez López,89.0,33.6,116.8,37.3,Saved,0.022389134
3211,3919009,2,00:33:10.353,78,10,16,Shot,Atlético San Luis,Javier Güemez López,98.9,43.8,120.0,36.7,Goal,0.044819765
3263,3919009,2,00:34:59.377,79,59,16,Shot,Atlético San Luis,Mateo Klimowicz,93.6,50.6,96.5,49.6,Blocked,0.016023245
3513,3919009,2,00:41:58.048,86,58,16,Shot,Tijuana,Carlos Gabriel González Espínola,99.1,39.8,103.2,52.7,Wayward,0.06279291
3520,3919009,2,00:42:00.185,87,0,16,Shot,Tijuana,Lucas Rodríguez,106.3,46.4,120.0,36.8,Goal,0.18956071
3675,3919009,2,00:51:16.537,96,16,16,Shot,Atlético San Luis,Unai Bilbao Arteta,108.1,40.1,120.0,42.9,Off T,0.7835
490,3919085,1,00:10:46.383,10,46,16,Shot,Toluca,Ernesto Alexis Vega Rojas,87.2,38.3,95.5,38.8,Blocked,0.022395417
577,3919085,1,00:12:47.893,12,47,16,Shot,Toluca,Brian Alberto García Carpizo,109.7,31.3,116.9,36.7,Saved to Post,0.0643993
580,3919085,1,00:12:49.415,12,49,16,Shot,Toluca,Ernesto Alexis Vega Rojas,110.0,41.0,120.0,39.7,Goal,0.17177546
788,3919085,1,00:19:34.631,19,34,16,Shot,Atlético San Luis,Unai Bilbao Arteta,112.8,40.9,120.0,42.6,Goal,0.23748967
927,3919085,1,00:23:19.342,23,19,16,Shot,Atlético San Luis,Benjamín Ignacio Galdames Millán,106.2,61.4,120.0,28.7,Off T,0.009207686
1036,3919085,1,00:29:17.093,29,17,16,Shot,Atlético San Luis,Juan Manuel Sanabria Magole,93.6,51.7,100.5,49.1,Blocked,0.021003729
1051,3919085,1,00:29:30.653,29,30,16,Shot,Toluca,Juan Pablo Domínguez Chonteco,110.7,35.4,114.8,36.0,Saved,0.27594733
1054,3919085,1,00:29:31.625,29,31,16,Shot,Toluca,Jesús Ricardo Angulo Uriarte,111.7,45.0,120.0,38.3,Goal,0.34072283
1257,3919085,1,00:37:01.823,37,1,16,Shot,Toluca,Juan Pablo Domínguez Chonteco,110.4,30.0,112.8,32.3,Saved,0.24935555
1262,3919085,1,00:37:09.712,37,9,16,Shot,Toluca,Jesús Ricardo Angulo Uriarte,99.4,46.8,118.6,38.2,Saved,0.055797447
1410,3919085,1,00:42:17.307,42,17,16,Shot,Atlético San Luis,Javier Güemez López,84.5,37.7,118.1,37.5,Saved,0.014429715
1455,3919085,1,00:43:51.587,43,51,16,Shot,Atlético San Luis,Yan Phillipe Oliveira Lemos,107.2,32.0,116.7,38.8,Saved,0.12900165
1589,3919085,1,00:48:30.168,48,30,16,Shot,Atlético San Luis,Unai Bilbao Arteta,109.2,38.3,118.1,49.4,Wayward,0.040733412
1617,3919085,1,00:48:57.231,48,57,16,Shot,Toluca,Carlos Emilio Orrantía Treviño,97.6,50.9,104.6,46.7,Blocked,0.032289285
1770,3919085,2,00:03:00.703,48,0,16,Shot,Atlético San Luis,Juan Manuel Sanabria Magole,96.2,38.7,106.4,37.8,Blocked,0.08135726
1891,3919085,2,00:06:44.751,51,44,16,Shot,Atlético San Luis,Juan Manuel Sanabria Magole,97.6,25.1,107.3,32.0,Blocked,0.017297307
1900,3919085,2,00:06:54.883,51,54,16,Shot,Toluca,Jean David Meneses Villarroel,114.1,26.5,120.0,39.9,Goal,0.38394862
1978,3919085,2,00:09:44.020,54,44,16,Shot,Atlético San Luis,Javier Güemez López,101.4,46.2,120.0,39.3,Off T,0.06967452
2106,3919085,2,00:12:19.771,57,19,16,Shot,Toluca,Jean David Meneses Villarroel,110.9,30.5,120.0,39.7,Goal,0.2960682
2348,3919085,2,00:20:35.512,65,35,16,Shot,Toluca,Andrés Federico Pereira Castelnoble,104.3,42.8,105.5,42.6,Blocked,0.019451335
2376,3919085,2,00:21:49.453,66,49,16,Shot,Atlético San Luis,Ricardo Chávez Soto,108.3,44.1,111.0,42.1,Blocked,0.04794512
2457,3919085,2,00:23:23.350,68,23,16,Shot,Toluca,Brian Alberto García Carpizo,101.9,25.8,120.0,42.2,Goal,0.051897403
2642,3919085,2,00:29:40.538,74,40,16,Shot,Atlético San Luis,Ricardo Chávez Soto,110.1,39.4,110.9,39.3,Blocked,0.04689862
3272,3919085,2,00:48:46.826,93,46,16,Shot,Toluca,Robert Osmar Morales Benítez,108.3,39.2,118.6,37.1,Saved,0.042082567
239,3937694,1,00:08:31.844,8,31,16,Shot,Cruz Azul,Carlos Uriel Antuna Romero,108.0,40.0,120.0,43.1,Goal,0.7835
552,3937694,1,00:15:53.857,15,53,16,Shot,América,Julián Andrés Quiñones Quiñones,116.5,37.8,120.0,39.1,Goal,0.8833389
655,3937694,1,00:19:14.846,19,14,16,Shot,Cruz Azul,Gonzalo Rubén Piovi,89.7,37.9,120.0,32.3,Off T,0.023364106
899,3937694,1,00:24:58.144,24,58,16,Shot,Cruz Azul,Carlos Joel Salcedo Hernández,118.5,45.2,120.0,40.6,Off T,0.14488888
1017,3937694,1,00:28:26.090,28,26,16,Shot,Cruz Azul,Carlos Rodolfo Rotondi,101.2,26.3,116.9,37.2,Saved,0.02486635
1385,3937694,1,00:38:37.823,38,37,16,Shot,Cruz Azul,Rodrigo Huescas,92.5,45.1,117.7,38.7,Saved,0.024761943
1389,3937694,1,00:39:18.317,39,18,16,Shot,Cruz Azul,José Ignacio Rivero Segade,109.9,41.4,120.0,31.1,Off T,0.05910987
1823,3937694,2,00:01:11.430,46,11,16,Shot,América,Henry Josué Martín Mex,108.7,41.7,117.3,39.4,Saved,0.3121048
1826,3937694,2,00:01:13.512,46,13,16,Shot,América,Julián Andrés Quiñones Quiñones,113.5,31.5,117.3,38.0,Blocked,0.24348871
2029,3937694,2,00:07:06.745,52,6,16,Shot,América,Alejandro Zendejas Saavedra,104.9,41.4,107.4,34.7,Wayward,0.09991733
2204,3937694,2,00:10:31.687,55,31,16,Shot,América,Diego Alfonso Valdés Contreras,107.3,32.2,108.1,32.7,Blocked,0.05609057
2518,3937694,2,00:20:14.079,65,14,16,Shot,Cruz Azul,José Ignacio Rivero Segade,111.3,32.1,117.1,34.6,Wayward,0.06775994
2541,3937694,2,00:20:49.174,65,49,16,Shot,América,Julián Andrés Quiñones Quiñones,105.2,37.0,118.2,41.6,Blocked,0.21473533
2790,3937694,2,00:27:08.691,72,8,16,Shot,América,Julián Andrés Quiñones Quiñones,91.1,36.1,120.0,44.7,Off T,0.025656244
280,3919092,1,00:05:10.406,5,10,16,Shot,Atlas,Eduardo Daniel Aguirre Lara,107.7,34.5,108.9,35.3,Blocked,0.08006848
284,3919092,1,00:05:11.941,5,11,16,Shot,Atlas,Jhon Eduard Murillo Romaña,106.9,41.5,117.7,43.0,Saved,0.09874651
385,3919092,1,00:07:55.223,7,55,16,Shot,Cruz Azul,José Ignacio Rivero Segade,107.6,40.8,120.0,30.5,Off T,0.091391124
448,3919092,1,00:12:17.841,12,17,16,Shot,Atlas,Eduardo Daniel Aguirre Lara,108.1,40.1,120.0,37.9,Goal,0.7835
589,3919092,1,00:18:05.737,18,5,16,Shot,Cruz Azul,Ángel Baltazar Sepúlveda Sánchez,115.3,38.1,120.0,14.1,Wayward,0.22053166
730,3919092,1,00:23:12.157,23,12,16,Shot,Cruz Azul,Ángel Baltazar Sepúlveda Sánchez,107.1,37.1,120.0,45.5,Off T,0.04538086
743,3919092,1,00:23:53.484,23,53,16,Shot,Atlas,Jhon Eduard Murillo Romaña,106.2,44.4,120.0,37.1,Off T,0.12113296
974,3919092,1,00:29:57.654,29,57,16,Shot,Atlas,Jhon Eduard Murillo Romaña,101.5,65.2,120.0,44.8,Off T,0.05887344
984,3919092,1,00:30:19.698,30,19,16,Shot,Atlas,Raymundo de Jesús Fulgencio Román,95.2,32.6,101.6,34.3,Blocked,0.034556877
988,3919092,1,00:30:29.208,30,29,16,Shot,Atlas,Jhon Eduard Murillo Romaña,104.2,49.7,120.0,45.3,Off T,0.05491172
1297,3919092,1,00:37:46.595,37,46,16,Shot,Atlas,Ángel Jeremy Márquez Castañeda,115.3,45.0,120.0,37.8,Goal,0.52499926
1311,3919092,1,00:39:34.594,39,34,16,Shot,Cruz Azul,Willer Emilio Ditta Pérez,109.5,37.6,110.1,37.6,Blocked,0.039103996
1316,3919092,1,00:39:36.018,39,36,16,Shot,Cruz Azul,Lorenzo Abel Faravelli,115.8,36.0,117.7,38.2,Saved,0.49522042
1319,3919092,1,00:39:37.313,39,37,16,Shot,Cruz Azul,José Ignacio Rivero Segade,115.4,39.3,120.0,42.6,Goal,0.62469983
1402,3919092,1,00:43:04.446,43,4,16,Shot,Cruz Azul,Ángel Baltazar Sepúlveda Sánchez,113.1,29.3,118.3,37.9,Saved,0.025946086
1522,3919092,1,00:47:08.567,47,8,16,Shot,Atlas,Víctor Hugo Ríos de Alba,95.6,25.7,120.0,45.6,Off T,0.02376192
1703,3919092,2,00:02:34.284,47,34,16,Shot,Cruz Azul,Carlos Uriel Antuna Romero,108.6,55.3,120.0,31.1,Off T,0.04164347
1937,3919092,2,00:07:29.033,52,29,16,Shot,Cruz Azul,Ángel Baltazar Sepúlveda Sánchez,110.1,38.2,120.0,36.1,Post,0.067060925
1973,3919092,2,00:08:08.132,53,8,16,Shot,Cruz Azul,Carlos Uriel Antuna Romero,104.9,63.3,118.2,43.7,Saved,0.006966748
1995,3919092,2,00:09:09.286,54,9,16,Shot,Cruz Azul,Carlos Rodolfo Rotondi,111.6,30.5,120.0,46.8,Off T,0.10782768
2118,3919092,2,00:12:06.131,57,6,16,Shot,Cruz Azul,José Ignacio Rivero Segade,99.9,61.9,120.0,33.3,Off T,0.009435947
2272,3919092,2,00:15:58.341,60,58,16,Shot,Cruz Azul,Gonzalo Rubén Piovi,91.6,27.9,105.5,35.5,Blocked,0.021575334
2314,3919092,2,00:16:51.717,61,51,16,Shot,Cruz Azul,José Ignacio Rivero Segade,106.3,48.0,118.8,42.8,Saved,0.035986546
2396,3919092,2,00:18:51.926,63,51,16,Shot,Atlas,Mateo Ezequiel García,95.2,34.4,120.0,34.3,Off T,0.024102284
2587,3919092,2,00:24:08.654,69,8,16,Shot,Atlas,Juan Manuel Zapata Zumaque,113.7,30.3,120.0,35.4,Off T,0.07793797
2612,3919092,2,00:25:04.805,70,4,16,Shot,Cruz Azul,José Ignacio Rivero Segade,107.7,41.0,109.3,41.2,Blocked,0.12345417
2618,3919092,2,00:25:32.690,70,32,16,Shot,Cruz Azul,Ángel Baltazar Sepúlveda Sánchez,104.9,30.8,105.8,31.4,Blocked,0.05239893
2625,3919092,2,00:25:36.592,70,36,16,Shot,Cruz Azul,Camilo Damián Cándido Aquino,92.2,22.3,120.0,42.8,Goal,0.009192538
2744,3919092,2,00:30:40.019,75,40,16,Shot,Atlas,Carlos Alejandro Robles Jiménez,114.1,42.6,120.0,42.1,Off T,0.19474527
2762,3919092,2,00:31:25.418,76,25,16,Shot,Cruz Azul,Carlos Uriel Antuna Romero,113.4,50.8,120.0,39.6,Off T,0.047627285
2776,3919092,2,00:32:07.140,77,7,16,Shot,Cruz Azul,Carlos Uriel Antuna Romero,111.2,53.4,115.7,45.2,Blocked,0.084179506
2783,3919092,2,00:32:39.383,77,39,16,Shot,Cruz Azul,Carlos Rodolfo Rotondi,110.6,46.6,112.4,45.3,Blocked,0.047856383
2788,3919092,2,00:33:07.718,78,7,16,Shot,Cruz Azul,Gonzalo Rubén Piovi,113.2,48.7,117.7,28.2,Wayward,0.052336007
2804,3919092,2,00:33:27.854,78,27,16,Shot,Atlas,Israel Alejandro Larios López,111.0,57.7,120.0,31.9,Off T,0.015667994
2830,3919092,2,00:34:07.990,79,7,16,Shot,Cruz Azul,Carlos Uriel Antuna Romero,108.8,53.3,109.6,52.3,Blocked,0.09648022
2849,3919092,2,00:34:52.267,79,52,16,Shot,Cruz Azul,Carlos Uriel Antuna Romero,111.1,55.1,117.7,38.8,Blocked,0.03534923
2852,3919092,2,00:34:53.071,79,53,16,Shot,Cruz Azul,Ángel Baltazar Sepúlveda Sánchez,116.9,37.8,120.0,35.9,Off T,0.86894023
2959,3919092,2,00:38:17.210,83,17,16,Shot,Cruz Azul,Carlos Rodolfo Rotondi,110.1,30.2,120.0,36.0,Post,0.055872098
3158,3919092,2,00:45:27.971,90,27,16,Shot,Cruz Azul,José Ignacio Rivero Segade,107.5,41.3,120.0,45.5,Off T,0.039129402
